Gene	WC1_INPUT	WC1_IP	WC2_INPUT	WC2_IP	WC3_INPUT	WC3_IP
Dguok	15.223	7.468	13.509	8.26	7.118	3.051
Dhcr24	13.413	10.337	9.698	9.394	9.821	6.537
Dhcr7	7.368	7.229	7.294	6.097	8.785	3.744
Dhdds	17.926	20.573	18.251	23.343	17.573	16.167
Dhdh	16.861	8.234	14.312	6.698	19.358	9.436
Dhdpsl	3.047	1.21	2.105	1.482	1.973	2.037
Dhfr	1.537	0.686	1.369	0.919	1.759	1.313
Dhodh	5.72	3.066	6.509	3.919	6.316	2.823
Dhps	24.456	24.917	32.037	37.244	19.764	27.074
Dhrs1	50.968	50.168	61.479	81.196	64.933	85.287
Dhrs11	1.586	1.71	0.806	1.466	1.649	1.309
Dhrs13	3.535	1.666	3.337	1.147	3.218	1.614
Dhrs3	2.438	1.168	1.197	2.629	1.113	8.048
Dhrs4	3.143	1.609	3.288	2.683	5.035	5.471
Dhrs7	5.134	3.398	6.035	3.899	5.14	5.158
Dhrs7b	3.93	2.856	5.478	6.226	3.337	5.558
Dhtkd1	0.6	0.97	0.54	0.189	1.412	0.121
Dhx15	38.028	69.333	36.522	40.968	50.196	53.378
Dhx16	3.928	4.832	3.403	4.349	3.936	4.388
Dhx29	6.567	10.975	6.658	9.458	9.427	10.837
Dhx30	14.776	24.938	17.39	20.501	17.255	19.702
Dhx32	6.807	13.123	7.968	13.859	10.861	17.545
Dhx33	3.233	2.907	3.284	2.575	4.74	4.725
Dhx34	1.796	1.479	1.644	1.118	1.161	0.753
Dhx35	2.549	3.917	3.414	4.273	3.645	3.459
Dhx36	15.763	29.974	14.602	17.122	18.958	19.637
Dhx37	3.204	3.976	2.887	2.692	2.884	4.186
Dhx38	3.386	14.349	5.111	6.684	5.969	7.901
Dhx40	13.224	11.005	11.481	6.692	12.142	9.972
Dhx57	10.417	15.885	13.24	12.753	16.33	9.924
Dhx8	7.007	43.87	6.647	8.152	7.333	9.912
Dhx9	25.723	65.209	25.86	41.756	25.23	34.818
Diablo	18.748	14.311	20.96	20.325	16.373	14.069
Diap1	2.877	4.658	2.244	2.056	3.808	3.356
Diap2	2.909	2.817	3.447	2.87	8.406	4.237
Diap3	0.679	0.827	0.393	0.687	0.496	0.651
Dicer1	7.342	10.201	7.214	4.848	8.984	5.714
Dido1	10.05	17.589	11.428	8.814	16.401	10.464
Dimt1	12.268	13.403	10.008	7.238	10.748	7.01
Dio2	1.79	0.688	1.083	0.315	2.989	1.665
Dip2a	12.828	15.066	15.271	9.219	15.396	8.751
Dip2b	24.192	25.586	22.907	20.118	30.528	22.012
Dip2c	11.118	25.646	10.918	17.324	17.144	23.307
Diras1	56.132	54.201	66.009	97.649	121.981	137.258
Diras2	41.121	34.756	50.712	56.722	75.448	96.348
Dirc2	7.865	6.689	8.568	4.828	6.856	6.866
Dis3	2.788	4.335	2.975	2.889	4.138	2.37
Dis3l	9.654	8.984	8.614	8.916	10.177	9.957
Dis3l2	6.388	6.63	5.837	8.276	5.307	4.302
Disp2	68.649	123.966	47.597	59.447	54.167	61.029
Dixdc1	17.142	9.43	21.567	10.999	25.554	9.604
Dkc1	21.459	14.787	23.392	19.6	27.579	20.61
Dkk1	0.319	0.166	0.519	0.501	0.568	0.266
Dkk2	0.339	0.154	0.31	0.157	0.345	0.399
Dkk3	7.464	3.023	5.825	2.061	5.632	4.064
Dlat	59.274	59.484	66.671	75.189	67.896	81.549
Dlc1	12.157	12.566	12.04	9.329	13.966	8.483
Dld	73.914	87.531	78.66	87.622	97.314	78.135
Dleu7	10.7	5.651	12.712	10.387	7.936	9.419
Dlg1	27.238	29.037	27.148	18.75	32.484	30.015
Dlg2	75.302	108.803	74.428	74.671	112.431	126.123
Dlg3	19.222	26.723	22.066	21.326	24.71	24.944
Dlg4	97.809	129.294	91.916	163.813	106.439	236.913
Dlg5	6.766	7.79	5.26	3.418	9.499	3.857
Dlgap1	29.75	37.559	31.501	29.103	48.564	41.704
Dlgap2	7.001	10.855	7.731	8.557	12.13	18.373
Dlgap3	6.912	10.82	7.585	15.547	9.207	24.026
Dlgap4	31.748	40.864	27.84	57.833	29.803	77.83
Dlgap5	0.492	0.488	0.688	0.757	0.905	0.425
Dlk1	64.465	125.75	38.189	55.999	31.086	52.529
Dlk2	4.673	6.126	3.83	6.964	6.437	5.885
Dll1	1.122	1.821	1.544	1.337	1.176	1.197
Dll3	0.887	0.549	1.188	1.661	1.596	0.362
Dlst	33.42	49.036	47.198	49.702	50.588	50.667
Dlx1	36.782	22.578	36.438	33.022	23.469	23.242
Dlx2	12.089	7.648	7.927	9.201	5.178	7.87
Dlx5	29.898	15.198	28.969	25.7	33.258	33.497
Dlx6	7.427	6.85	6.702	10.039	5.698	17.148
Dmap1	21.731	25.096	30.958	27.985	17.826	15.827
Dmd	9.551	9.741	8.362	6.005	11.354	5.912
Dmgdh	0.245	0.208	0.528	0.224	0.384	0.929
Dmp1	0.595	0.603	1.583	1.683	0.886	0.594
Dmpk	0.986	0.726	0.745	0.248	1.317	0.16
Dmrta1	0.171	0.342	0.224	0.899	0.291	0.436
Dmrtb1	2.954	0.478	2.631	4.225	1.153	1.807
Dmrtc1a	9.204	4.088	7.657	4.478	3.67	6.355
Dmtf1	16.428	19.855	18.546	22.919	21.516	24.002
Dmwd	32.408	33.5	35.338	27.783	32.433	25.006
Dmxl1	10.098	19.354	7.974	8.396	11.359	9.808
Dmxl2	22.484	48.342	22.775	23.158	29.934	25.244
Dnahc1	3.183	4.538	2.209	2.143	1.587	1.427
Dnahc5	0.263	0.268	0.211	0.192	0.22	0.189
Dnaic1	0.958	0.574	0.766	0.402	0.284	1.283
Dnaic2	1.178	0.78	0.881	0.348	0.474	0.349
Dnaja1	116.328	197.911	165.009	174.143	229.335	172.997
Dnaja2	108.949	107.819	143.866	120.252	126.229	79.274
Dnaja3	41.773	37.446	45.799	34.733	31.937	23.91
Dnaja4	14.783	11.64	12.352	10.974	10.389	11.83
Dnajb1	144.031	109.214	132.587	101.564	99.24	92.03
Dnajb11	8.503	8.227	6.324	4.459	7.401	10.981
Dnajb12	5.867	5.21	4.033	4.182	4.454	4.06
Dnajb14	9.598	6.023	7.55	4.998	8.802	6.597
Dnajb2	54.19	30.398	53.316	32.19	36.453	16.775
Dnajb3	2.281	0.937	3.095	1.557	2.572	2.533
Dnajb4	63.163	70.869	72.971	73.876	82.576	74.745
Dnajb5	14.728	35.2	15.245	28.517	22.181	57.391
Dnajb6	179.042	183.505	169.002	159.832	114.815	111.033
Dnajb9	21.54	15.199	15.678	9.117	22.964	14.144
Dnajc1	2.706	2.345	2.694	0.42	4.388	2.401
Dnajc10	14.144	12.422	11.577	10.814	11.236	8.343
Dnajc11	10.245	12.574	15.991	12.627	13.326	13.87
Dnajc12	26.527	25.485	37.978	31.983	30.669	26.928
Dnajc13	6.563	9.662	7.381	4.992	11.029	5.33
Dnajc14	5.842	4.324	5.476	4.001	7.699	3.736
Dnajc15	98.411	48.892	90.243	155.25	62.644	104.753
Dnajc16	2.558	3.969	2.377	1.747	2.019	2.962
Dnajc17	7.629	9.027	12.015	10.915	8.433	3.969
Dnajc18	34.367	27.372	35.998	21.829	34.756	23.258
Dnajc19	33.572	13.957	41.587	29.81	16.98	27.699
Dnajc2	32.933	33.048	43.272	36.294	38.117	36.696
Dnajc21	35.421	25.619	44.747	37.432	38.032	27.697
Dnajc24	15.332	7.413	12.356	14.3	12.419	14.764
Dnajc25	2.177	0.939	0.914	0.228	1.133	0.287
Dnajc27	46.722	37.021	55.499	40.129	52.77	43.244
Dnajc28	6.425	4.107	8.457	4.389	7.279	4.135
Dnajc3	9.171	12.218	7.26	5.476	9.953	5.818
Dnajc30	56.117	24.889	58.923	63.805	43.308	66.577
Dnajc4	13.574	7.26	11.243	13.891	11.87	19.251
Dnajc5	88.212	87.665	93.343	64.247	102.523	83.378
Dnajc6	59.298	79.094	57.214	52.774	68.509	54.587
Dnajc7	77.07	53.741	75.281	55.59	57.103	52.592
Dnajc8	91.243	62.427	83.163	69.876	61.337	58.668
Dnajc9	41.985	18.899	37.404	24.785	24.354	23.544
Dnalc1	38.574	26.424	40.552	18.312	37.426	23.733
Dnalc4	15	8.392	14.38	13.779	13.511	20.102
Dnase1	2.868	3.445	2.841	2.707	3.416	2.529
Dnase1l1	0.339	0.821	0.427	0.799	0.369	0.274
Dnase2a	2.259	0.676	1.241	0.27	1.662	0.332
Dnd1	0.677	1.07	1.039	0.567	0.482	0.357
Dner	35.463	59.788	28.104	33.987	29.059	37.839
Dnlz	12.509	6.279	12.611	15.689	9.352	20.287
Dnm1	152.2	247.513	163.337	172.623	173.498	153.872
Dnm1l	117.498	101.175	113.262	78.202	117.272	75.187
Dnm2	8.089	13.077	9.271	8.041	11.874	7.752
Dnm3	77.128	88.326	69.585	76.416	96.221	91.619
Dnmbp	1.249	1.386	1.612	0.41	2.511	1.739
Dnmt1	11.031	52.462	11.466	16.454	12.58	12.583
Dnmt3a	9.077	8.799	10.926	6.644	17.25	7.683
Dnpep	14.732	16.194	21.456	23.96	12.768	16.608
Dnttip1	18.689	16.187	20.343	21.49	15.361	10.537
Dnttip2	14.372	23.295	19.075	16.267	24.988	13.816
Doc2a	10.538	8.06	12.909	10.543	5.981	4.577
Doc2b	10.478	8.294	11.888	6.067	18.188	13.957
Doc2g	0.569	1.057	1.707	3.878	2.028	7.205
Dock1	4.027	3.782	3.919	1.358	5.805	0.854
Dock10	10.666	16.074	10.522	9.45	18.115	11.183
Dock11	4.098	6.705	3.972	3.964	6.45	3.915
Dock3	19.412	36.356	20.246	21.18	34.846	32.938
Dock4	5.371	9.29	5.111	6.65	8.35	11.394
Dock5	2.15	1.462	2.02	0.403	3.657	0.295
Dock6	0.647	0.915	0.574	0.305	0.731	0.814
Dock7	6.005	8.422	6.048	5.361	7.295	5.026
Dock8	0.412	0.28	0.4	0.107	0.246	0.312
Dock9	9.432	11.44	8.392	8.61	12.446	7.895
Dohh	31.538	18.938	34.749	43.291	16.225	33.596
Dok4	1.975	1.729	3.497	3.179	2.775	2.401
Dok5	9.156	26.828	8.711	22.695	8.227	25.119
Dok6	4.26	4.592	4.454	6.193	4.924	2.586
Dok7	0.4	0.863	0.48	0.47	0.527	0.173
Dolk	3.243	3.81	3.186	3.372	2.665	5.318
Dolpp1	4.097	1.953	2.788	2.915	2.219	3.177
Dom3z	8.376	15.896	6.772	11.834	4.479	11.018
Donson	4.309	7.137	4.456	4.019	3.448	2.526
Dopey1	6.603	11.9	5.154	6.56	8.068	5.41
Dopey2	9.451	17.149	8.487	9.422	11.45	12.133
Dot1l	2.619	3.665	2.17	1.522	3.904	3.887
Dpagt1	6.403	2.401	3.555	2.231	3.776	2.404
Dpcd	68.445	33.487	62.363	63.882	30.606	35.75
Dpf1	11.174	5.542	9.422	7.537	8.563	11.287
Dpf2	32.332	23.856	27.714	15.244	25.988	19.329
Dpf3	1.077	1.29	0.904	0.677	1.524	0.646
Dph1	1.163	1.191	0.674	0.486	1.133	1.672
Dph2	2.677	2.112	2.814	1.749	2.761	3.758
Dph3	17.416	13.695	22.302	25.443	18.825	23.533
Dph5	13.423	7.15	14.551	7.79	13.45	8.181
Dpm1	24.22	17.224	24.338	22.973	19.747	12.711
Dpm2	49.967	32.536	58.611	84.898	28.668	83.714
Dpm3	57.921	16.156	35.065	40.849	15.78	46.758
Dpp10	19.286	19.88	15.309	18.794	21.312	18.906
Dpp3	7.215	7.742	10.88	7.207	10.459	4.623
Dpp6	27.652	46.936	24.647	33.058	35.104	43.821
Dpp7	3.124	3.57	2.68	2.367	2.568	2.825
Dpp8	46.211	35.871	46.506	29.06	63.797	32.753
Dpp9	9.653	18.781	11.296	21.853	12.609	18.269
Dppa5a	2.214	0.881	2.818	1.82	2.2	1.712
Dpy19l1	11.146	7.297	9.54	6.981	11.472	7.196
Dpy19l3	3.898	3.554	2.346	2.021	3.804	5.451
Dpy19l4	6.531	5.987	5.515	2.011	7.048	2.27
Dpy30	60.217	34.33	100.928	113.427	59.761	81.802
Dpyd	1.255	1.772	1.484	0.827	2.002	0.527
Dpys	0.664	0.447	0.825	0.526	0.412	0.378
Dpysl2	228.08	290.623	191.674	254.221	232.481	248.488
Dpysl3	7.868	15.499	11.228	14.863	15.969	14.501
Dpysl4	4.891	5.66	5.558	5.046	4.845	5.415
Dpysl5	19.126	19.954	19.104	18.858	24.08	21.291
Dqx1	2.213	1.204	1.632	0.781	2.037	1.03
Dr1	20.576	20.712	21.495	36.1	17.921	34.754
Dram2	7.935	3.643	6.365	2.845	7.911	4.625
Drap1	100.683	44.36	87.797	97.076	48.446	66.239
Drd1a	2.592	2.012	2.149	2.291	11.549	20.587
Drd2	4.365	3.537	5.266	6.618	16.322	19.894
Drd3	0.494	0.426	1.103	1.243	1.91	3.13
Drd5	1.325	0.935	1.004	1.785	0.992	0.953
Drg1	69.465	75.714	84.754	60.871	66.965	48.266
Drg2	25.038	26.727	24.615	23.063	15.554	16.792
Drp2	8.871	7.734	8.204	7.955	10.343	8.925
Dscam	11.484	11.221	9.5	9.905	10.342	11.165
Dscaml1	3.649	4.512	2.362	1.816	3.949	2.674
Dscr3	17.778	16.343	21.241	17.952	17.4	10.473
Dse	0.502	0.462	0.485	0.276	0.348	0.452
Dsel	2.485	3.927	1.664	4.122	2.751	5.463
Dsn1	0.465	0.417	0.773	0.438	1.36	0.334
Dst	13.264	19.944	10.39	13.503	19.214	14.278
Dstn	142.243	91.246	147.713	139.324	93.661	113.355
Dstyk	9.313	10.267	8.15	6.109	12.126	5.73
Dtd1	198.507	118.937	197.929	150.586	133.904	112.693
Dtna	32.344	20.381	23.846	17.44	34.319	29.868
Dtnb	17.86	13.012	19.112	12.53	16.952	16.294
Dtnbp1	26.799	14.681	38.529	35.476	32.834	35.549
Dtwd1	5.874	4.789	7.245	4.779	4.625	4.795
Dtwd2	2.046	1.653	3.264	2.484	1.735	2.25
Dtx1	16.149	29.393	19.439	40.362	14.784	36.005
Dtx2	3.027	3.031	1.582	2.31	2.658	2.253
Dtx3	28.507	24.188	20.782	31.342	37.082	53.518
Dtx3l	1.665	0.93	1.17	0.452	1.472	0.949
Dtx4	7.088	5.598	7.05	4.738	6.761	3.307
Dtymk	29.309	19.518	32.599	31.572	21.282	27.992
Dub1	1.241	0.533	0.753	0.199	1.355	0.347
Dullard	18.43	14.632	17.278	23.843	14.946	34.706
Dus1l	7.049	5.99	7.671	5.239	5.366	6.922
Dus2l	8.09	8.222	10.232	3.899	8.993	4.668
Dus3l	14.098	17.08	16.154	14.072	13.764	11.532
Dus4l	7.874	1.644	1.942	1.461	2.989	1.16
Dusp1	15.6	28.188	11.077	24.721	14.59	41.512
Dusp10	6.6	5.059	7.09	8.575	5.826	4.169
Dusp11	9.683	6.167	7.924	1.684	11.389	3.736
Dusp12	8.732	4.958	8.54	4.55	8.645	3.923
Dusp14	14.149	30.837	15.602	44.476	12.801	93.223
Dusp15	9.139	6.269	11.24	20.266	6.507	14.592
Dusp16	4.945	5.942	5.408	5.467	5.644	2.765
Dusp18	7.081	4.422	6.767	4.84	9.425	7.611
Dusp19	13.185	7.066	12.519	13.046	14.413	19.433
Dusp2	0.246	0.147	0.56	0.876	0.236	0.295
Dusp22	27.473	8.744	25.869	17.005	27.66	17.662
Dusp23	1.684	0.975	2.154	2.529	1.5	4.275
Dusp26	89.512	53.287	126.657	88.263	75.914	66.242
Dusp28	33.656	9.522	39.06	34.435	23.352	20.892
Dusp3	24.539	21.718	25.709	21.498	26.146	45.372
Dusp4	3.032	11.542	3.223	11.299	4.513	10.358
Dusp6	3.816	5.451	4.161	9.476	4.13	17.294
Dusp7	11.801	9.253	15.751	11.362	18.01	18.439
Dusp8	15.329	19.831	14.881	16.989	17.066	14.883
Dut	19.173	7.738	23.04	13.292	15.274	13.008
Duxbl	0.925	0.832	0.811	0.166	0.651	0.902
Dvl1	10.256	10.701	11.013	9.336	7.828	8.207
Dvl2	1.92	1.997	1.95	1.221	1.912	0.536
Dvl3	19.418	17.359	14.731	9.766	20.444	18.787
DXBay18	0.688	3.363	0.912	0.683	0.248	2.594
Dydc2	3.583	1.449	1.692	2.112	1.841	2.014
Dym	22.32	18.451	27.642	27.794	25.513	23.957
Dync1h1	15.797	41.782	15.06	42.184	27.743	65.798
Dync1i1	29.639	32.973	33.324	38.508	26.996	24.813
Dync1i2	50.09	59.83	52.677	43.056	51.699	40.087
Dync1li1	36.573	45.383	34.697	34.139	31.152	32.08
Dync1li2	90.54	58.305	102.036	65.862	93.552	53.385
Dync2h1	4.64	10.448	4.052	4.546	5.569	5.268
Dync2li1	21.318	15.857	21.811	15.37	10.293	3.862
Dynll1	229.872	117.56	206.016	261.628	94.259	169.52
Dynll2	212.935	72.703	176.919	160.901	73.529	99.779
Dynlrb1	457.552	212.096	538.165	569.955	378.472	618.112
Dynlrb2	18.793	2.405	10.558	2.589	2.539	1.204
Dynlt1a	29.277	6.483	27.033	21.596	18.479	23.046
Dynlt1b	13.982	4.558	10.026	11.563	12.733	4.469
Dynlt1e	38.155	22.55	40.438	20.457	38.271	16.384
Dynlt3	126.945	62.003	154.902	102.705	148.353	117.206
Dyrk1a	25.149	35.397	25.865	41.044	24.522	45.862
Dyrk1b	7.303	7	7.254	6.463	11.374	9.156
Dyrk2	3.474	1.561	2.187	2.106	3.493	1.585
Dyrk3	3.615	6.185	3.338	4.465	2.156	1.197
Dysf	0.553	0.53	0.467	0.658	0.462	0.133
Dyx1c1	1.374	1.159	1.929	2.149	1.818	0.386
Dzip1	20.038	19.68	19.437	14.674	27.231	17.02
Dzip1l	3.734	3.041	3.56	1.911	4.054	2.034
Dzip3	26.152	28.636	21.266	14.27	27.33	18.606
E030019B06Rik	1.173	1.002	0.56	0.874	0.127	0.151
E030030I06Rik	9.149	6.278	7.948	4.282	9.342	3.944
E030031F02Rik	3.049	0.716	2.613	0.685	2.384	0.672
E130012A19Rik	0.484	1.493	0.716	2.576	0.725	2.764
E130112L23Rik	2.261	4.553	2.631	3.786	2.312	1.842
E130120F12Rik	1.154	0.362	0.761	0.309	1.064	0.344
E130303B06Rik	5.606	3.358	5.304	4.308	2.987	3.399
E130308A19Rik	7.264	4.152	7.259	2.627	6.708	5.83
E130309D02Rik	10.016	9.313	9.405	8.182	11.046	8.123
E130309D14Rik	8.68	8.881	10.774	8.185	13.302	9.857
E130309F12Rik	2.837	1.228	2.536	0.975	2.984	5.554
E130311K13Rik	6.83	3.076	9.829	3.675	7.987	4.784
E2f1	2.769	1.219	2.618	2.105	3.827	2.746
E2f3	8.493	7.048	7.954	8.471	8.659	9.144
E2f4	9.546	7.673	7.252	9.159	8.721	8.473
E2f5	3.714	3.568	6	5.242	4.112	3.6
E2f6	37.018	22.37	34.115	35.466	33.477	29.74
E330009J07Rik	2.276	1.27	1.565	0.854	2.681	1.002
E330016A19Rik	1.859	1.094	1.353	1.087	2.067	0.72
E430018J23Rik	3.225	1.434	4.28	3.172	2.426	4.11
E430025E21Rik	14.914	16.493	15.646	12.301	17.1	16.134
E430029J22Rik	5.096	2.757	4.092	3.253	4.483	3.375
E4f1	1.648	2.579	1.797	1.749	2.392	0.945
Eaf1	6.929	8.442	7.055	5.67	7.66	5.192
Eaf2	12.744	8.601	11.983	9.543	14.208	12.017
Eapp	26.821	16.444	27.164	25.972	26.643	11.022
Ears2	1.795	2.013	1.421	1.445	1.86	1.654
Ebag9	24.922	9.321	28.363	18.492	27.035	20.557
Ebf1	1.209	0.509	1.082	0.89	1.115	0.658
Ebf2	0.947	0.351	0.868	0.499	1.707	0.571
Ebf3	1.481	0.796	1.112	0.973	1.694	0.787
Ebf4	3.352	4.068	3.787	3.496	4.347	4.288
Ebi3	0.509	0.57	0.733	4.769	0.186	0.896
Ebna1bp2	25.753	20.279	25.869	23.348	19.937	15.326
Ebp	2.856	2.162	4.027	3.878	2.973	2.356
Ebpl	6.064	2.684	4.57	4.334	4.066	3.858
Ecd	12.039	16.754	13.914	16.245	14.363	19.691
Ece1	10.089	21.061	6.825	6.178	9.368	6.544
Ece2	7.414	6.685	6.316	6.002	5.522	4.479
Ecel1	25.381	38.407	20.596	23.88	12.077	16.142
Ech1	33.145	17.792	28.124	19.116	19.583	13.12
Echdc1	20.674	12.952	22.829	1.001	15.27	10.253
Echdc2	2.905	0.634	0.56	0.261	0.981	0.448
Echs1	33.478	14.507	31.863	22.528	18.82	10.43
Ecm1	0.419	0.577	0.301	0.483	0.488	1.608
Ecm2	1.84	0.905	1.253	0.434	2.166	0.566
Ecsit	22.721	22.241	30.529	28.312	24.031	32.7
Eda	0.453	0.23	0.365	0.201	0.438	0.23
Edc3	7.238	11.116	7.762	9.35	9.861	5.993
Edc4	7.712	16.009	6.752	6.929	4.721	6.006
Edem1	2.022	1.87	2.288	1.366	3.47	1.151
Edem2	2.37	2.118	2.35	1.744	1.378	1.414
Edem3	8.191	9.789	6.024	4.279	9.034	4.204
Edf1	207.37	143.931	293.441	321.027	207.145	306.899
Edil3	26.996	19.058	14.795	15.043	20.084	17.761
Ednra	0.757	0.21	0.341	0.483	0.539	0.38
Ednrb	7.711	4.519	3.554	2.429	3.765	2.038
Eea1	15.354	16.215	16.441	7.797	19.574	9.923
Eed	12.196	10.893	12.92	11.612	10.104	11.532
Eef1a1	1352.99	1168.967	1220.021	1061.868	832.948	880.194
Eef1a2	77.532	170.332	77.841	175.782	100	194.796
Eef1b2	125.42	60.061	131.604	72.176	71.415	61.274
Eef1d	31.955	35.053	33.75	26.7	18.656	16.462
Eef1e1	43.066	28.796	50.315	45.966	24.071	24.884
Eef1g	365.333	235.043	429.951	215.269	307.949	187.273
Eef2	212.96	405.047	246.982	304.976	256.583	275.949
Eef2k	2.088	1.222	2.494	1.787	2.318	1.317
Eefsec	4.108	4.748	5.199	4.978	4.637	3.971
Eepd1	2.108	2.174	1.874	1.996	2.059	2.481
Efcab1	11.107	6.462	9.641	5.616	9.468	3.721
Efcab10	16.892	9.881	17.949	23.338	4.198	8.127
Efcab2	9.66	5.573	10.558	5.843	9.271	7.91
Efcab4a	1.295	0.894	0.743	1.43	1.679	0.699
Efcab6	0.37	0.143	0.228	0.116	0.739	0.171
Efcab7	1.801	0.873	1.928	1	1.377	3.074
Efemp1	2.279	0.562	0.726	0.287	1.097	1.242
Efemp2	2.767	1.514	3.424	3.064	1.47	3.461
Efha1	18.079	9.59	17.964	8.443	15.167	6.711
Efha2	104.404	63.211	109.699	64.832	96.887	47.279
Efhc1	1.321	0.388	0.907	0.604	0.42	0.324
Efhc2	1.843	1.772	1.83	1.566	1.28	1.476
Efhd1	26.846	4.54	21.88	2.494	23.365	1.189
Efhd2	54.624	32.235	61.621	45.332	53.274	50.547
Efna2	0.778	0.38	1.142	0.469	0.767	1.142
Efna3	2.219	0.894	1.713	2.177	1.201	2.414
Efna5	17.786	25.411	12.005	24.629	13.382	25.176
Efnb1	0.732	1.418	0.483	1.074	0.753	2.064
Efnb2	7.567	6.067	7.223	9.437	13.095	13.254
Efnb3	48.887	22.302	33.663	25.925	25.71	22.048
Efr3a	21.859	33.047	25.515	21.037	30.737	18.623
Efr3b	30.263	41.388	31.566	29.684	33.387	26.794
Efs	2.914	2.188	2.818	5.532	2.243	4.235
Eftud1	2.745	7.194	3.384	3.781	3.159	5.587
Eftud2	18.929	20.96	15.739	14.841	15.15	16.185
Egfem1	1.7	0.762	2.021	0.744	3.008	2.698
Egfl6	1.457	1.221	0.969	0.292	1.72	0.319
Egfl7	4.793	1.924	3.481	2.921	1.16	0.567
Egfr	0.816	0.677	0.439	0.241	0.822	0.877
Egln1	23.57	12.776	24.661	14.948	26.641	17.57
Egln2	33.412	20.712	37.284	32.952	22.24	22.957
Egln3	1.09	1.157	1.123	2.087	3.563	1.177
Egr1	46.459	157.364	36.814	95.775	53.175	174.318
Egr2	0.604	1.639	0.418	1.912	0.515	7.288
Egr3	1.404	2.759	1.55	5.18	4.656	29.005
Egr4	0.758	3.97	0.84	6.906	1.453	13.697
Ehbp1	15.648	21.889	16.364	11.497	19.779	13.229
Ehbp1l1	4.117	3.971	4.541	3.076	3.759	4.408
Ehd1	8.359	12.143	8.469	6.915	9.641	12.128
Ehd3	25.86	48.002	29.777	45.54	34.058	43.935
Ehd4	6.948	12.237	7.999	7.752	7.915	7.633
Ehhadh	0.705	0.617	1.109	0.582	0.869	0.729
Ehmt1	5.43	5.843	5.015	2.986	7.202	3.537
Ehmt2	18.231	19.623	15.209	16.985	13.132	13.792
Ei24	26.761	11.684	30.886	17.318	27.037	13.917
Eid1	118.195	67.811	110.901	64.051	95.781	72.978
Eid2	54.349	35.546	53.956	48.469	29.74	27.555
Eid2b	15.779	7.815	20.782	9.009	15.693	7.928
Eif1	336.394	358.99	325.666	796.614	236.219	694.326
Eif1a	59.656	77.941	67.015	169.477	69.645	148.622
Eif1ad	16.41	11.897	16.617	27.942	12.579	22.807
Eif1ax	43.74	39.461	66.344	77.408	49.721	79.589
Eif1b	194.531	130.197	230.193	380.296	112.718	235.962
Eif2a	35.956	24.577	32.615	29.801	46.05	36.352
Eif2ak1	22.483	15.714	20.574	16.145	33.549	24.027
Eif2ak2	7.044	4.746	4.58	2.103	6.12	3.763
Eif2ak3	1.74	2.331	1.294	1.057	1.903	0.785
Eif2ak4	3.522	6.792	3.513	2.423	4.306	2.407
Eif2b1	14.502	12.036	22.6	11.819	16.769	16.248
Eif2b2	21.535	24.169	28.928	25.01	22.55	14.617
Eif2b3	8.647	10.511	11.49	11.031	5.647	5.574
Eif2b4	9.524	11.448	9.9	13.297	6.198	10.45
Eif2b5	18.777	19.888	20.714	20.707	17.438	16.927
Eif2c1	12.258	11.455	12.105	6.593	14.99	7.808
Eif2c2	32.092	57.559	24.321	24.317	31.119	31.533
Eif2c3	8.782	11.177	7.991	6.682	13.94	7.577
Eif2c4	1.982	1.19	2.099	0.831	1.888	2.048
Eif2s1	25.584	31.312	26.776	23.244	30.138	27.846
Eif2s2	71.46	54.144	71.841	83.614	46.855	62.375
Eif2s3x	68.526	67.278	62.125	50.283	74.126	49.736
Eif2s3y	11.742	10.812	13.281	10.141	9.343	3.968
Eif3a	52.355	96.793	54.711	50.225	69.593	50.356
Eif3b	18.729	27.419	18.381	17.648	14.439	12.754
Eif3c	68.659	190.517	71.414	85.46	70.236	74.648
Eif3d	35.47	67.098	36.96	48.002	27.643	37.437
Eif3e	93.519	77.569	53.888	54.358	51.305	44.7
Eif3f	87.36	81.563	98.181	99.886	49.751	68.562
Eif3g	88.572	106.302	142.29	118.39	123.26	107.777
Eif3h	171.392	130.51	184.072	150.136	108.842	98.007
Eif3i	162.346	162.429	186.662	198.188	106.076	139.063
Eif3j	27.594	17.8	29.893	22.803	33.233	23.148
Eif3k	222.194	146.192	200.17	221.149	102.49	145.266
Eif3l	41.917	41.375	34.696	33.595	26.999	21.949
Eif3m	71.118	59.777	78.134	60.764	69.441	48.746
Eif4a1	179.017	213.768	156.196	174.19	111.917	160.386
Eif4a2	399.714	323.176	541.555	411.274	465.455	278.082
Eif4a3	43.896	61.115	47.535	55.906	42.629	39.995
Eif4b	81.168	67.371	87.722	50.693	83.06	46.304
Eif4e	81.171	70.19	90.993	86.328	91.657	87.443
Eif4e2	28.919	20.081	25.838	30.974	26.45	26.508
Eif4e3	8.019	6.237	10.572	10.547	12.099	18.451
Eif4ebp1	0.203	0.826	0.875	1.02	0.5	0.875
Eif4ebp2	25.796	15.925	19.068	18.06	25.862	18.269
Eif4ebp3	3.489	3.022	1.931	1.35	1.691	0.322
Eif4enif1	20.468	19.487	21.076	13.269	28.436	17.953
Eif4g1	19.763	46.46	18.843	31.004	22.833	34.687
Eif4g2	149.941	119.508	150.001	203.775	157.904	255.167
