Gene	WC1_INPUT	WC1_IP	WC2_INPUT	WC2_IP	WC3_INPUT	WC3_IP
Crk	38.162	33.84	43.565	21.343	44.87	22.912
Crkl	24.402	34.421	19.534	30.962	24.796	36.663
Crlf2	2.319	4.38	3.163	4.964	2.382	3.918
Crlf3	6.167	5.039	7.578	4.32	5.717	3.141
Crls1	15.428	6.528	16.914	11.857	9.803	16.042
Crmp1	50.724	65.119	60.543	50.178	50.816	47.563
Crnkl1	5.817	11.685	7.942	6.618	8.267	9.553
Crocc	0.814	1.329	1.245	0.769	1.039	0.636
Crot	5.392	4.368	5.122	5.65	7.523	5.65
Crtac1	4.916	6.301	5.379	3.791	8.331	5.744
Crtap	3.133	0.556	1.698	1.021	1.367	0.64
Crtc1	22.443	20.252	18.528	11.546	21.472	18.042
Crtc2	6.354	5.382	4.3	3.424	4.725	3.175
Crtc3	4.364	2.372	3.404	1.234	3.782	2.155
Crx	3.652	2.197	3.688	1.868	3.656	1.591
Crxos1	1.43	1.117	0.62	0.993	2.184	0.56
Cry1	10.154	20.756	11.988	16.858	8.997	23.029
Cry2	30.381	25.726	37.637	24.035	45.839	27.094
Cryab	264.319	33.088	213.533	49.095	183.096	27.373
Crybb1	0.759	0.327	1.311	0.955	1.311	1.749
Crybg3	0.496	0.879	0.68	0.56	2.1	1.32
Cryga	0.108	0.62	0.465	0.271	0.532	1.551
Cryl1	6.018	3.649	6.123	5.852	3.517	1.421
Crym	3.431	1.441	6.684	10.883	32.493	39.575
Cryz	12.38	6.91	10.702	10.465	13.338	15.331
Cryzl1	50.469	31.816	62.394	31.471	54.75	23.556
Cs	101.915	128.031	103.237	129.179	125.563	173.349
Csad	5.97	8.161	7.644	13.321	9.935	7.771
Csda	13.217	7.503	15.94	6.686	18.233	9.253
Csdc2	56.375	75.806	60.761	97.608	77.172	140.059
Csde1	143.458	218.659	158.467	267.227	184.099	243.28
Cse1l	27.719	34.555	23.65	20.375	25.324	18.186
Csf1	3.395	2.286	3.38	1.292	4.608	1.834
Csf1r	1.591	0.762	0.603	0.129	0.97	0.973
Csf2ra	3.216	3.977	3.007	5.027	3.971	4.958
Csf2rb	0.441	0.199	0.264	0.108	0.273	0.218
Csf2rb2	1.003	0.302	0.338	0.181	0.59	0.287
Csgalnact1	2.643	1.222	2.072	1.228	2.671	1.854
Csgalnact2	1.485	1.197	1.85	0.729	2.545	0.678
Csk	12.262	14.213	18.714	32.007	12.114	30.181
Csmd1	2.65	3.253	1.841	1.705	3.059	2.213
Csmd2	3.18	5.492	2.115	2.151	3.325	2.461
Csmd3	3.416	3.735	2.769	2.208	3.971	2.363
Csnk1a1	82.491	128.488	83.098	135.395	77.278	135.571
Csnk1d	60.936	47.555	59.686	51.47	45.317	37.934
Csnk1e	43.304	32.095	39.918	25.628	42.062	21.207
Csnk1g1	7.125	8.967	7.942	4.897	10.096	8.985
Csnk1g2	27.034	22.667	38.874	24.805	26.393	25.85
Csnk1g3	24.017	32.527	29.494	38.127	32.328	43.848
Csnk2a1	34.114	35.236	34.007	29.197	28.844	31.253
Csnk2a2	12.427	14.98	13.735	21.202	13.194	14.997
Csnk2b	109.363	80.25	93.912	142.397	60.929	107.998
Cspg5	13.319	8.267	8.467	7.844	6.564	5.503
Cspp1	2.786	3.086	3.944	2.623	4.28	2.597
Csrnp1	2.248	8.259	2.063	3.086	0.999	1.832
Csrnp2	10.572	6.836	9.909	3.293	11.462	5.125
Csrnp3	38.354	27.96	38.463	18.155	42.896	21.05
Csrp1	98.273	23.283	93.752	17.8	125.229	39.94
Csrp2	6.711	0.911	7.404	4.594	5.761	2.951
Csrp2bp	8.525	7.093	10.13	8.25	10.831	10.029
Cst3	341.9	171.69	211.169	205.227	132.4	165.158
Cst6	1.836	0.667	1.446	0.664	0.591	0.774
Cstad	3.57	0.583	4.203	2.857	4.802	3.737
Cstb	157.795	216.999	154.503	296.705	68.607	204.755
Cstf1	7.102	7.172	7.888	8.976	7.425	7.182
Cstf2	32.261	23.711	27.904	17.179	31.576	15.104
Cstf2t	20.371	20.71	14.569	14.884	18.487	13.82
Cstf3	42.977	27.32	46.414	50.576	30.687	38.899
Ctage5	9.693	5.807	9.835	3.216	12.623	5.993
Ctbp1	46.703	37.327	48.989	44.337	38.291	32.126
Ctbp2	10.948	10.348	8.914	10.084	9.413	7.564
Ctbs	2.557	1.605	1.687	1.127	2.57	1.125
Ctcf	25.697	26.182	27.074	20.559	27.137	16.483
Ctcfl	0.805	0.383	0.894	0.368	1.016	0.33
Ctdp1	4.299	9.321	7.831	7.351	7.985	5.968
Ctdsp1	4.845	1.56	4.656	2.536	4.511	0.979
Ctdsp2	14.624	7.734	12.787	7.483	14.54	17.991
Ctdspl	4.628	2.904	4.103	2.306	6.253	4.227
Ctdspl2	7.891	5.881	9.151	5.74	11.005	6.224
Ctf1	1.38	0.92	1.451	1.059	1.437	0.216
Ctgf	0.469	0.515	0.715	0.486	0.453	0.794
Cth	1.067	0.952	1.245	0.278	1.664	0.662
Cthrc1	7.46	10.15	6.638	10.096	4.681	7.827
Ctla2a	8.047	4.294	4.475	2.401	6.681	2.995
Ctnna1	16.645	9.085	15.415	9.636	20.084	7.228
Ctnna2	22.944	26.419	21.814	25.227	21.739	22.456
Ctnna3	0.926	0.143	0.334	0.25	0.698	0.401
Ctnnal1	2.931	3.528	3.519	2.713	3.739	2.471
Ctnnb1	138.324	207.307	145.845	138.378	146.919	111.968
Ctnnbip1	14.232	9.532	22.41	21.454	21.089	18.087
Ctnnbl1	8.806	8.195	7.69	7.031	10.137	5.446
Ctnnd1	10.763	12.467	9.308	11.633	13.448	9.938
Ctnnd2	58.531	49.572	55.221	48.703	64.098	53.83
Ctns	2.048	1.092	1.664	1.8	1.376	1.712
Ctps	13.086	19.744	11.938	12.695	11.341	13.72
Ctps2	17.672	22.668	20.719	16.249	21.743	12.383
Ctr9	6.274	13.251	6.556	8.723	8.87	9.784
Cts8	0.783	0.333	0.9	0.24	0.833	0.198
Ctsa	8.062	8.794	7.613	9.339	6.781	8.238
Ctsb	66.491	60.168	44.637	39.749	43.376	43.658
Ctsc	0.402	0.27	0.154	0.27	0.176	0.193
Ctsd	67.579	81.8	57.071	64.239	49.831	59.542
Ctsf	9.767	7.406	10.095	7.85	5.987	5.555
Ctsl	27.31	31.302	29.79	33.492	30.326	28.704
Ctso	3.17	1.155	2.252	0.748	3.944	1.091
Ctss	4.892	1.828	2.534	1.23	1.367	0.352
Ctsz	7.424	9.713	4.999	7.06	3.559	1.438
Cttn	21.766	46.457	35.361	32.435	24.074	26.687
Cttnbp2	6.337	9.246	6.458	4.947	14.065	9.064
Cttnbp2nl	8.03	5.164	8.492	3.371	12.249	3.349
Ctu1	4.608	3.583	3.962	3.354	2.569	2.657
Ctu2	2.269	4.024	3.593	3.697	2.288	3.081
Ctxn1	175.997	65.828	144.183	163.366	155.329	352.864
Ctxn2	73.112	20.028	59.321	83.349	26.662	39.505
Ctxn3	8.421	3.139	10.79	14.948	9.883	17.37
Cuedc1	5.721	4.195	5.97	3.119	7.042	1.781
Cuedc2	47.494	32.966	56.22	40.14	25.558	27.952
Cul1	53.754	64.785	62.368	44.248	66.897	40.298
Cul2	16.899	23.821	16.783	14.092	16.275	8.627
Cul3	82.79	120.397	85.128	91.37	126.756	96.802
Cul4a	37.749	41.207	40.454	34.047	45.747	29.834
Cul4b	17.088	27.347	12.864	16.213	17.652	19.35
Cul5	17.716	25.225	16.401	18.332	20.355	20.101
Cul7	4.512	8.869	4.108	5.679	4.093	4.466
Cul9	2.397	4.569	2.708	2.349	3.037	3.749
Cuta	118.612	44.388	91.5	182.427	71.092	207.311
Cutc	4.253	1.894	7.293	5.289	4.526	2.334
Cux1	27.189	27.024	30.306	25.73	39.984	34.936
Cux2	4.343	4.5	3.778	3.896	5.136	8.546
Cwc15	97.305	67.617	129.14	113.809	80.974	93.044
Cwc22	7.622	15.328	8.801	7.016	12.366	7.347
Cwc25	6.008	5.345	4.888	3.802	3.558	5.479
Cwc27	15.974	11.86	15.19	12.078	14.808	13.394
Cwf19l1	3.017	4.472	4.915	5.004	5.447	7.22
Cwf19l2	7.597	11.932	8.277	5.693	10.09	3.789
Cx3cl1	27.726	34.307	22.514	25.742	37.382	63.178
Cx3cr1	1.939	0.937	0.904	0.352	0.841	0.508
Cxadr	2.149	2.08	2.205	0.852	3.824	1.642
Cxcl12	1.282	0.245	1.443	0.174	2.024	0.312
Cxcl14	4.644	2.451	4.125	3.422	8.172	8.982
Cxcl2	0.245	1.188	0.132	2.689	0.101	1.101
Cxcr2	18.725	4.905	10.416	2.82	10.468	4.161
Cxcr7	0.54	0.277	0.333	0.359	0.803	0.814
Cxx1a	48.948	46.543	53.062	88.72	30.832	70.024
Cxx1b	115.754	88.341	114.845	199.316	71.84	138.493
Cxx1c	618.204	442.472	657.567	798.82	343.597	562.769
Cxxc1	12.437	20.075	11.224	18.036	17.332	25.289
Cxxc4	28.319	12.641	24.191	11.512	22.869	11.546
Cxxc5	20.336	17.111	23.387	34.668	18.394	24.229
Cyb5	51.067	24.934	68.904	52.079	45.758	46.556
Cyb561	11.013	9.686	11.298	10.006	7.642	5.727
Cyb561d1	1.705	1.641	2.322	1.92	3.003	2.221
Cyb561d2	6.064	3.369	5.674	7.905	2.232	4.577
Cyb5b	49.847	34.527	59.894	32.047	46.819	28.572
Cyb5d1	11.048	7.315	10.641	8.422	8.938	14.085
Cyb5d2	9.07	5.179	6.824	6.179	8.633	8.166
Cyb5r1	7.937	4.216	6.376	4.956	4.542	5.721
Cyb5r3	97.098	89.841	65.052	65.291	64.698	41.659
Cyb5r4	13.767	13.247	15.857	17.342	12.933	13.826
Cyb5rl	0.867	0.831	0.565	0.831	0.917	0.743
Cyba	0.262	0.377	0.314	0.11	0.215	0.251
Cybasc3	1.953	1.496	1.96	4.006	1.88	3.846
Cybrd1	0.972	0.377	0.668	0.304	0.659	0.191
Cyc1	154.453	162.517	235.493	263.1	155.339	167.397
Cycs	130.308	96.672	164.665	186.909	113.714	159.382
Cyfip1	5.703	6.824	5.338	2.438	6.959	4.693
Cyfip2	109.303	140.007	121.404	87.01	144.433	97.169
Cygb	59.066	31.107	60.078	35.828	49.766	46.208
Cyhr1	29.951	19.202	34.273	36.736	25.073	34.434
Cyld	30.808	22.23	25.504	16.197	33.795	16.76
Cyp11a1	0.897	0.376	0.78	1.738	0.645	1.291
Cyp20a1	1.943	1.555	1.875	1	3.557	3.464
Cyp27a1	0.807	0.529	0.379	0.617	0.577	0.303
Cyp2d22	2.141	1.264	1.839	1.013	1.738	5.122
Cyp2e1	2.958	0.886	2.388	0.565	1.232	0.4
Cyp2j13	1.206	0.705	1.14	0.658	1.43	0.469
Cyp2j5	6.605	1.41	2.056	0.843	2.617	1.372
Cyp2j6	3.448	1.683	2.335	2.388	2.213	0.823
Cyp2j9	6.615	4.142	3.361	2.958	3.98	1.693
Cyp2s1	3.566	2.254	2.238	3.848	1.892	4.932
Cyp2u1	1.035	1.844	1.413	0.918	1.539	1.503
Cyp39a1	0.413	0.156	0.922	1.229	0.321	0.641
Cyp46a1	10.579	12.574	8.558	9.484	16.567	9.324
Cyp4f16	2.399	0.834	1.373	2.807	1.325	1.506
Cyp4x1	1.783	1.563	1.721	2.242	2.431	1.878
Cyp51	15.864	19.007	12.974	15.138	13.809	14.49
Cyp7b1	2.204	1.056	1.189	0.539	1.082	1.079
Cyr61	0.588	0.587	0.823	0.699	1.263	1.882
Cys1	5.921	3.693	7.707	6.696	4.809	5.443
Cyth1	9.309	4.725	11.221	5.144	13.263	4.532
Cyth2	14.01	15.008	16.007	20.186	15.352	16.952
Cyth3	7.083	5.815	10.884	5.866	12.526	11.113
Cyth4	1.283	5.582	0.82	2.986	0.742	1.316
Cytsa	13.597	16.041	13.908	7.682	16.508	8.838
Cytsb	22.947	25.184	22.999	21.923	27.7	23.487
D030016E14Rik	15.292	23.611	14.788	16.122	17.246	17.339
D030056L22Rik	15.282	9.669	12.604	11.243	10.289	6.668
D030074E01Rik	11.343	18.94	10.023	9.913	12.374	9.922
D0H4S114	51.038	11.276	65.539	33.379	61.783	29.418
D10627	10.116	4.798	9.103	6.597	9.44	4.099
D10Bwg1379e	19.767	37.048	14.549	14.192	20.24	17.842
D10Ertd610e	19.266	19.146	23.148	45.496	17.156	38.768
D10Jhu81e	21.643	11.5	19.142	13.698	9.155	8.225
D10Wsu102e	20.403	20.515	21.056	12.019	19.487	15.416
D10Wsu52e	63.945	72.125	63.461	45.865	45.346	31.504
D11Bwg0517e	44.778	38.838	48.577	80.184	62.396	104.974
D11Wsu47e	3.17	4.209	3.866	6.3	3.374	3.041
D11Wsu99e	33.282	20.309	35.051	33.328	24.727	32.372
D130012P04Rik	2.478	0.8	2.344	0.75	2.99	0.637
D130040H23Rik	5.25	2.891	5.274	1.5	5.074	1.78
D130043K22Rik	2.813	3.717	2.531	1.659	2.935	1.313
D130046C19Rik	4.625	1.554	1.944	1.004	3.769	3.036
D130062J21Rik	2.665	1.531	2.865	1.293	3.053	1.28
D14Abb1e	12.927	14.465	11.187	7.227	13.387	5.805
D14Ertd449e	4.111	1.315	4.025	2.965	3.938	5.01
D14Ertd668e	0.213	0.284	0.312	0.307	0.508	0.93
D15Ertd621e	24.188	29.957	25.406	17.393	27.782	16.761
D16Ertd472e	7.143	2.544	6.602	1.558	7.533	1.117
D16H22S680E	38.355	23.726	42.311	42.61	26.164	24.67
D17H6S53E	1.052	0.918	1.028	0.945	0.124	2.055
D17H6S56E-3	0.645	0.292	0.732	0.275	0.492	0.665
D17Wsu104e	15.393	11.845	13.322	18.35	9.489	21.108
D17Wsu92e	37.057	29.092	45.602	35.715	41.871	36.392
D18Ertd653e	3.669	3.344	3.272	3.678	2.951	5.128
D19Bwg1357e	9.352	8.8	11.954	12.807	12.58	11.208
D19Ertd386e	8.047	6.202	9.722	4.378	10.654	4.016
D19Ertd737e	23.845	14.796	34.783	46.118	18.716	25.551
D19Wsu162e	9.707	4.117	7.599	3.224	14.136	1.884
D1Bwg0212e	7.609	11.781	9.464	9.623	10.915	12.264
D1Ertd622e	15.374	5.185	13.989	6.697	8.418	5.715
D230025D16Rik	21.155	15.489	19.527	16.861	18.763	23.757
D230037D09Rik	19.474	10.082	15.279	24.624	8.275	15.558
D2hgdh	6.07	2.695	4.196	2.889	4.116	5.288
D2Wsu81e	12.79	8.828	13.913	11.023	9.646	9.148
D330012F22Rik	3.554	2.332	3.555	2.825	6.208	3.601
D330028D13Rik	1.479	0.818	0.979	0.477	1.014	1.479
D330045A20Rik	3.706	6.768	2.948	2.341	2.58	1.046
D3Bwg0562e	10.653	15.204	8.396	7.032	14.559	15.865
D3Ertd254e	13.641	9.672	13.605	4.384	17.089	5.457
D3Ertd751e	10.508	7.194	12.747	7.114	11.704	5.634
D430041D05Rik	7.874	7.854	6.311	6.838	9.831	7.208
D430042O09Rik	1.713	2.347	1.764	1.36	1.699	2.396
D4Bwg0951e	9.949	5.889	10.359	29.68	7.633	16.397
D4Ertd22e	8.764	2.747	5.707	5.139	5.9	3.439
D4Wsu53e	82.03	93.398	68.361	69.742	66.733	54.175
D5Ertd579e	17.317	24.084	20.866	23.632	9.096	5.075
D5Ertd579e	6.727	10.292	7.494	6.411	30.295	29.106
D630023F18Rik	5.048	0.789	3.68	0.612	2.85	0.481
D630037F22Rik	3.736	3.231	3.521	2.291	4.011	1.838
D630045J12Rik	4.6	3.839	3.404	1.952	4.882	3.062
D6Wsu116e	13.56	21.132	16.118	11.095	19.553	10.99
D6Wsu163e	15.047	13.624	17.263	13.519	20.475	9.357
D730040F13Rik	6.091	4.382	3.306	2.674	4.594	2.488
D7Ertd443e	2.296	1.984	2.026	0.344	3.438	1.81
D830030K20Rik	10.436	2.186	6.635	4.16	5.921	8.817
D830031N03Rik	1.006	1.619	1.12	0.421	1.089	0.712
D8Ertd738e	136.691	88.076	125.126	193.682	63.555	131.488
D8Ertd82e	5.506	5.352	4.76	5.057	5.244	8.293
D930014E17Rik	2.18	0.588	2.451	1.97	1.456	0.147
D930015E06Rik	1.904	1.475	1.011	0.73	1.72	0.933
D930020B18Rik	0.871	0.744	0.265	1.427	0.433	0.322
D9Ertd402e	12.687	10.019	12.328	9.8	11.658	10.129
Daam1	21.222	26.033	22.844	18.661	26.353	17.408
Daam2	7.238	5.722	6.486	1.158	10.735	3.401
Dab1	19.777	17.653	23.252	20.425	36.336	26.524
Dab2	3.314	2.978	2.417	1.328	2.524	1.857
Dab2ip	14.968	18.793	14.764	10.831	14.006	9.943
Dach1	1.384	1.052	1.763	1.851	2.371	2.151
Dach2	0.983	1.647	0.684	0.531	0.568	0.342
Dact1	5.794	4.649	4.883	3.105	5.853	4.16
Dact2	1.723	2.646	1.8	2.759	1.882	2.649
Dact3	19.385	11.253	14.842	12.762	11.502	10.559
Dad1	86.714	67.359	60.479	97.663	26.228	76.632
Dag1	9.504	10.348	5.369	7.325	9.873	8.957
Dagla	4.118	6.52	3.065	3.195	3.975	4.75
Daglb	3.599	3.6	2.942	1.671	2.084	3.634
Dak	4.35	3.914	3.404	6.867	4.581	7.887
Dalrd3	28.85	29.416	33.086	44.672	26.514	33.78
Dand5	8.705	5.474	14.273	18.89	10.56	25.477
Dap	9.713	4.375	7.665	7.541	6.365	9.502
Dap3	16.569	16.398	17.569	20.601	15.634	17.068
Dapk1	11.086	12.566	10.823	9.912	14.942	12.573
Dapk2	0.562	0.189	0.431	0.707	0.4	0.216
Dapk3	6.658	15.853	8.75	13.457	8.104	10.242
Dapp1	1.374	0.247	1.282	0.594	1.1	0.826
Darc	18.433	12.054	14.128	9.933	12.328	10.669
Dars	28.066	24.386	29.423	24.549	27.949	19.441
Dars2	3.859	4.971	4.784	7.274	5.796	8.029
Daxx	10.965	10.915	9.834	8.873	12.247	7.513
Dazap1	20.091	10.892	17.068	10.334	10.861	8.298
Dazap2	107.147	41.706	92.987	61.831	109.752	73.353
Dbc1	18.144	40.866	14.634	31.337	14.858	38.97
Dbf4	0.376	0.686	0.624	1.164	1.331	1.54
Dbi	685.076	130.413	479.741	335.261	235.237	293.565
Dbil5	1.268	0.414	1.991	4.783	0.948	0.249
Dbn1	10.861	15.393	9.263	12.773	11.028	15.356
Dbndd1	13.864	6.152	18.63	10.807	10.419	7.779
Dbndd2	41.344	17.806	44.897	20.534	47.455	22.775
Dbnl	39.289	28.393	42.19	28.022	36.672	31.081
Dbp	14.324	5.988	17.021	21.879	15.337	23
Dbpht2	34.782	25.289	42.462	46.835	61.544	72.457
Dbr1	5.768	7.816	6.782	5.786	5.311	3.539
Dbt	6.531	7.602	5.421	4.431	7.203	6.105
Dbx2	2.072	1.175	2.562	1.688	1.991	2.1
Dcaf10	9.101	7.04	8.666	4.7	9.418	4.035
Dcaf11	18.472	14.983	19.387	22.728	12.971	19.806
Dcaf12	15.554	12.69	18.615	29.681	23.056	21.876
Dcaf12l1	18.654	28.945	18.066	22.031	15.66	16.468
Dcaf12l2	0.881	0.897	0.927	1.42	1.14	0.28
Dcaf13	17.626	26.262	22.179	26.486	18.975	13.178
Dcaf15	3.469	3.977	3.548	3.245	2.404	1.774
Dcaf17	3.928	1.562	2.961	2.342	3.795	4.49
Dcaf4	8.577	4.432	8.642	5.878	5.674	6.525
Dcaf5	28.69	37.841	36.172	23.762	45.436	20.437
Dcaf6	15.399	12.36	18.006	11.295	25.299	20.908
Dcaf7	50.196	60.907	51.14	39.674	61.575	39.398
Dcaf8	34.429	24.133	35.133	22.891	29.129	23.692
Dcakd	37.708	23.849	26.799	33.942	26.067	30.725
Dcbld1	1.6	1.748	1.593	2.011	1.999	1.94
Dcbld2	4.118	3.834	3.184	3.007	4.267	3.655
Dcc	4.899	6.635	3.548	3.221	5.346	4.287
Dcdc2a	4.887	2.922	3.788	1.518	2.944	2.421
Dcdc2c	12.784	10.361	11.715	7.435	16.491	7.61
Dchs1	1.525	1.946	1.07	0.908	1.325	0.824
Dci	16.881	5.852	12.342	7.869	7.56	4.129
Dck	13.399	9.842	18.806	14.314	21.602	13.607
Dclk1	113.914	222.332	108.405	147.34	178.296	204.289
Dclk2	10.903	12.703	10.889	15.75	13.854	18.3
Dclk3	6.254	4.617	6.791	5.576	17.898	15.846
Dclre1a	2.188	1.188	1.9	1.284	1.718	1.434
Dclre1b	2.89	2.212	3.107	2.013	3.038	2.015
Dclre1c	17.922	6.62	12.207	4.854	12.195	4.331
Dcn	1.406	0.389	1.01	0.53	1.773	2.099
Dcp1a	6.02	7.542	7.406	4.438	8.887	4.714
Dcp1b	4.345	2.748	4.48	3.499	4.361	3.832
Dcp2	23.031	17.255	23.489	11.333	25.167	11.173
Dcps	17.988	8.938	15.58	12.635	12.139	5.393
Dcst1	0.717	0.309	0.701	0.649	0.731	0.784
Dctd	4.796	1.612	3.21	2.454	2.501	4.308
Dctn1	32.286	45.859	36.722	49.461	34.544	32.307
Dctn2	85.673	62.134	92.066	79.635	63.277	49.289
Dctn3	178.046	139.07	252.074	315.723	168.256	251.584
Dctn4	65.344	56.737	42.959	41.293	49.558	36.464
Dctn5	99.096	61.002	103.237	78.559	81.135	71.967
Dctn6	129.828	76.504	135.919	114.129	97.218	98.72
Dctpp1	22.375	6.387	20.238	22.743	10.657	31.225
Dcun1d1	33.622	23.787	42.006	25.604	40.792	29.456
Dcun1d2	18.51	15.223	21.127	23.825	22.419	20.886
Dcun1d3	8.949	4.272	6.433	3.821	8.052	3.484
Dcun1d4	69.912	54.572	69.404	45.89	67.603	44.215
Dcun1d5	26.328	35.027	26.728	45.11	19.644	44.247
Dcx	7.816	3.797	7.334	2.227	11.952	2.323
Dcxr	5.488	2.232	4.209	3.087	1.959	1.091
Dda1	39.551	27.921	39.57	47.689	28.269	42.363
Ddah1	84.618	60.929	105.49	66.999	102.824	70.057
Ddah2	4.91	4.729	6.582	15.703	8.113	18.53
Ddb1	39.162	67.424	37.308	46.478	36.416	46.912
Ddb2	1.486	0.998	2.357	0.509	3.214	1.522
Ddc	15.217	12.13	16.533	16.028	11.923	10.072
Ddhd1	18.448	18.595	15.751	14.274	17.174	17.012
Ddhd2	22.929	18.61	18.311	14.819	20.816	13.495
Ddi2	5.975	8.333	6.469	5.158	8.114	6.915
Ddit3	27.825	17.164	35.919	50.652	22.192	24.806
Ddit4	18.451	3.082	14.437	5.441	14.034	3.737
Ddit4l	1.352	0.333	0.791	0.494	1.379	0.492
Ddn	3.297	2.701	5.726	4.234	17.759	12.602
Ddo	5.235	3.848	4.102	1.445	3.411	0.682
Ddost	15.538	16.595	13.119	12.075	9.764	7.94
Ddr1	6.568	3.556	5.127	2.335	6.672	3.462
Ddrgk1	27.636	22.544	21.185	14.611	15.441	14.384
Ddt	121.694	63.757	118.344	153.969	63.524	101.357
Ddx1	73.243	88.453	96.593	89.054	85.472	62.695
Ddx10	9.014	12.123	9.276	6.038	12.263	6.983
Ddx17	136.413	214.291	118.541	106.558	168.963	135.093
Ddx18	13.559	17.37	12.874	11.748	14.343	16.883
Ddx19a	9.453	9.881	8.583	4.974	15.384	6.406
Ddx19b	5.234	9.266	6.101	5.266	8.426	5.554
Ddx20	6.017	6.522	4.735	3.168	4.906	2.13
Ddx21	2.642	7.363	3.12	3.392	4.779	4.75
Ddx23	13.734	96.553	17.984	21.326	22.325	18.172
Ddx24	58.206	249.781	62.776	66.555	51.554	49.106
Ddx25	41.594	40.958	54.048	50.457	37.8	34.659
Ddx26b	5.692	3.553	5.724	2.167	9.329	3.169
Ddx27	6.105	10.096	7.187	9.895	7.407	5.751
Ddx28	7.015	7.181	6.22	8.152	5.591	5.609
Ddx31	1.613	2.892	1.648	1.778	1.719	0.946
Ddx39	6.532	11.488	8.874	8.672	6.536	7.094
Ddx3x	55.617	119.346	69.498	85.251	90.667	79.584
Ddx3y	23.541	49.12	25.019	23.698	18.915	15.14
Ddx4	1.345	1.187	0.486	1.404	0.659	0.119
Ddx41	7.486	8.081	8.263	12.776	7.537	11.401
Ddx42	24.421	38.106	26.643	25.387	30.422	19.214
Ddx46	13.239	100.641	16.883	29.193	20.938	28.186
Ddx47	40.322	45.643	42.236	39.973	34.904	43.078
Ddx49	6.534	9.324	10.017	5.914	6.876	5.162
Ddx5	243.534	328.875	262.714	296.757	266.383	206.347
Ddx50	30.487	32.914	34.703	26.231	24.342	22.129
Ddx51	6.193	5.073	3.919	3.327	4.836	2.734
Ddx52	9.129	9.194	9.175	7.661	10.085	7.624
Ddx54	6.071	10.411	9.355	11.577	7.402	8.834
Ddx55	7.915	8.097	11.689	8.628	9.969	4.157
Ddx56	8.208	11.566	10.854	11.233	7.493	6.023
Ddx58	1.379	0.729	0.939	0.448	0.986	0.448
Ddx59	3.224	2.295	3.756	2.587	2.928	4.154
Ddx6	53.689	57.01	53.934	55.936	49.251	57.825
Deaf1	23.256	15.844	25.786	13.841	18.494	13.209
Deb1	160.659	93.901	178.798	482.359	71.034	346.556
Decr1	7.012	4.138	5.948	4.31	6.003	4.659
Decr2	49.766	27.005	48.21	29.784	44.176	25.741
Dedd	13.555	11.814	14.276	11.107	12.823	11.08
Dedd2	7.071	8.601	9.498	7.022	5.306	8.116
Def6	0.116	0.272	0.796	0.695	0.526	0.23
Def8	7.395	7.89	11.061	9.586	11.736	12.827
Degs1	36.335	24.07	23.575	21.658	24.92	15.512
Degs2	17.149	10.959	28.686	22.985	20.33	18.881
Dek	39.616	28.911	34.298	31.104	39.808	33.824
Dem1	6.995	4.836	7.032	6.45	5.488	7.862
Dennd1a	10.642	14.249	9.573	10.438	15.397	11.715
Dennd1b	3.266	2.061	3.023	0.922	3.944	1.981
Dennd1c	1.42	0.132	0.473	0.628	1.167	1.135
Dennd2a	2.84	2.342	3.011	1.485	3.993	3.818
Dennd4a	9.076	12.182	8.278	7.329	11.143	9.425
Dennd4b	5.623	6.15	4.806	6.592	5.884	6.273
Dennd4c	2.171	3.914	2.094	1.269	3.541	1.951
Dennd5a	33.118	28.599	40.316	21.106	47.187	28.134
Dennd5b	22.46	26.091	17.839	12.014	19.686	13.528
Denr	40.262	20.9	53.927	41.476	28.76	27.435
Depdc5	6.445	7.635	6.757	5.146	10.499	10.511
Depdc6	3.688	4.623	4.464	2.116	4.623	1.837
Dera	0.903	0.649	1.413	1.383	1.227	0.791
Derl1	16.23	12.588	12.876	8.189	10.499	7.993
Derl2	4.995	3.919	4.345	2.117	5.82	2.462
Derl3	0.595	0.107	0.571	0.25	0.489	1.821
Det1	0.748	1.225	1.377	0.865	1.204	2.582
Dexi	27.155	23.941	35.61	77.648	19.653	42.173
Dffa	11.404	12.298	16.381	12.768	17.841	10.578
Dffb	1.718	1.363	2.132	1.201	1.735	0.536
Dfna5	8.142	7.393	7.335	5.588	15.889	7.984
Dgat1	4.079	5.619	3.56	3.182	4.936	4.539
Dgat2	7.48	5.355	6.675	7.294	9.198	16.381
Dgcr14	7.449	8.313	9.643	6.825	7.555	5.468
Dgcr2	14.636	15.65	12.67	11.085	8.739	11.374
Dgcr6	27.524	9.702	34.621	23.842	15.802	14.175
Dgcr8	7.325	10.157	8.16	6.015	8.664	4.549
Dgka	2.399	3.282	2.845	2.239	4.856	3.203
Dgkb	29.928	21.81	28.503	25.588	50.281	59.516
Dgkd	8.301	9.497	8.46	6.924	9.895	6.509
Dgke	8.395	9.518	5.104	6.113	8.132	8.57
Dgkg	11.257	21.286	12.544	19.104	16.685	19.909
Dgkh	4.512	6.713	3.76	2.269	10.755	8.534
Dgki	3.431	6.59	5.176	4.441	8.07	7.055
Dgkk	26.235	40.157	23.489	24.929	37.24	32.449
Dgkk	52.905	69.83	32.285	27.457	13.828	20.608
Dgkq	8.751	11.205	9.74	7.339	13.803	7.432
Dgkz	10.048	15.984	13.367	19.1	16.719	27.127
